,response,touch_sensor,turn right,turn left,forward,backward,check
823,-1,-1,0,0,0,0,1
824,2,0,0,0,1,0,0
825,-1,0,0,1,0,0,0
826,-1,0,0,1,0,0,0
827,-1,0,1,0,0,0,0
828,-1,0,0,1,0,0,0
829,-1,0,0,1,0,0,0
830,-1,0,0,1,0,0,0
831,-1,0,1,0,0,0,0
832,2,0,0,0,0,0,0
833,2,0,0,0,0,0,0
834,-1,-1,0,0,0,0,1
835,2,0,0,0,1,0,0
836,-1,0,1,0,0,0,0
837,2,0,0,0,0,0,0
838,-1,-1,0,0,0,0,1
839,-1,0,0,1,0,0,0
840,-1,0,0,1,0,0,0
841,2,0,0,0,0,0,0
842,-1,0,1,0,0,0,0
843,-1,0,0,1,0,0,0
844,2,0,0,0,1,0,0
845,2,0,0,0,1,0,0
846,2,0,0,0,0,0,0
847,2,0,0,0,0,0,0
848,-1,0,0,1,0,0,0
849,-1,0,1,0,0,0,0
850,-1,-1,0,0,0,0,1
851,-1,0,1,0,0,0,0
852,2,0,0,0,0,0,0
853,2,0,0,0,0,0,0
854,-1,0,1,0,0,0,0
855,-1,0,0,1,0,0,0
856,-1,-1,0,0,0,0,1
857,2,0,0,0,1,0,0
858,2,0,0,0,1,0,0
859,-1,0,0,1,0,0,0
860,-1,-1,0,0,0,0,1
861,2,0,0,0,1,0,0
862,-1,0,0,1,0,0,0
863,-1,0,1,0,0,0,0
864,-1,0,1,0,0,0,0
865,-1,0,1,0,0,0,0
866,2,0,0,0,0,0,0
867,-1,0,1,0,0,0,0
868,2,0,0,0,0,0,0
869,2,0,0,0,0,0,0
870,-1,0,1,0,0,0,0
871,-1,-1,0,0,0,0,1
872,-1,0,1,0,0,0,0
873,2,0,0,0,0,0,0
874,-1,-1,0,0,0,0,1
875,-1,-1,0,0,0,0,1
876,-1,-1,0,0,0,0,1
877,-1,-1,0,0,0,0,1
878,2,0,0,0,0,0,0
879,-1,-1,0,0,0,0,1
880,2,0,0,0,0,0,0
881,2,0,0,0,1,0,0
882,-1,0,1,0,0,0,0
883,2,0,0,0,1,0,0
884,-1,0,1,0,0,0,0
885,-1,0,1,0,0,0,0
886,-1,-1,0,0,0,0,1
887,2,0,0,0,1,0,0
888,-1,-1,0,0,0,0,1
889,-1,-1,0,0,0,0,1
890,-1,-1,0,0,0,0,1
891,-1,0,0,1,0,0,0
892,2,0,0,0,1,0,0
893,-1,0,0,1,0,0,0
894,2,0,0,0,1,0,0
895,-1,-1,0,0,0,0,1
896,2,0,0,0,1,0,0
897,-1,-1,0,0,0,0,1
898,-1,-1,0,0,0,0,1
899,-1,0,0,1,0,0,0
900,2,0,0,0,1,0,0
901,2,0,0,0,0,0,0
902,-1,0,1,0,0,0,0
903,2,0,0,0,1,0,0
904,-1,-1,0,0,0,0,1
905,-1,-1,0,0,0,0,1
906,-1,0,1,0,0,0,0
907,2,0,0,0,0,0,0
908,-1,0,1,0,0,0,0
909,-1,-1,0,0,0,0,1
910,-1,0,1,0,0,0,0
911,-1,0,1,0,0,0,0
912,-1,-1,0,0,0,0,1
913,-1,0,0,1,0,0,0
914,-1,0,1,0,0,0,0
915,-1,-1,0,0,0,0,1
916,-1,0,1,0,0,0,0
917,2,0,0,0,1,0,0
918,-1,-1,0,0,0,0,1
919,-1,-1,0,0,0,0,1
920,-1,-1,0,0,0,0,1
921,-1,0,0,1,0,0,0
922,-1,-1,0,0,0,0,1
923,-1,-1,0,0,0,0,1
924,2,0,0,0,0,0,0
925,-1,0,0,1,0,0,0
926,-1,0,0,1,0,0,0
927,2,0,0,0,1,0,0
928,-1,0,0,1,0,0,0
929,2,0,0,0,0,0,0
930,-1,0,1,0,0,0,0
931,-1,-1,0,0,0,0,1
932,-1,0,0,1,0,0,0
933,2,0,0,0,1,0,0
934,-1,0,1,0,0,0,0
935,-1,0,0,1,0,0,0
936,-1,0,1,0,0,0,0
937,-1,0,0,1,0,0,0
938,2,0,0,0,0,0,0
939,-1,-1,0,0,0,0,1
940,-1,0,0,1,0,0,0
941,2,0,0,0,0,0,0
942,-1,0,0,1,0,0,0
943,-1,0,0,1,0,0,0
944,-1,-1,0,0,0,0,1
945,2,0,0,0,1,0,0
946,-1,0,0,1,0,0,0
947,-1,-1,0,0,0,0,1
948,2,0,0,0,0,0,0
949,-1,0,1,0,0,0,0
950,-1,-1,0,0,0,0,1
951,2,0,0,0,0,0,0
952,2,0,0,0,0,0,0
953,2,0,0,0,0,0,0
954,2,0,0,0,0,0,0
955,2,0,0,0,0,0,0
956,2,0,0,0,1,0,0
957,-1,-1,0,0,0,0,1
958,-1,-1,0,0,0,0,1
959,-1,0,1,0,0,0,0
960,-1,0,1,0,0,0,0
961,-1,-1,0,0,0,0,1
962,-1,0,1,0,0,0,0
963,-1,-1,0,0,0,0,1
964,-1,-1,0,0,0,0,1
965,-1,-1,0,0,0,0,1
966,2,0,0,0,1,0,0
967,-1,-1,0,0,0,0,1
968,-1,-1,0,0,0,0,1
969,-1,0,1,0,0,0,0
970,2,0,0,0,1,0,0
971,2,0,0,0,0,0,0
972,-1,-1,0,0,0,0,1
973,-1,0,0,1,0,0,0
974,-1,0,1,0,0,0,0
975,2,0,0,0,1,0,0
976,-1,-1,0,0,0,0,1
977,-1,0,1,0,0,0,0
978,2,0,0,0,1,0,0
979,-1,0,0,1,0,0,0
980,2,0,0,0,1,0,0
981,2,0,0,0,1,0,0
982,2,0,0,0,1,0,0
983,2,0,0,0,1,0,0
984,-1,0,0,1,0,0,0
985,-1,0,0,1,0,0,0
986,-1,0,0,1,0,0,0
987,-1,0,0,1,0,0,0
988,2,0,0,0,1,0,0
989,-1,-1,0,0,0,0,1
990,2,0,0,0,1,0,0
991,2,0,0,0,1,0,0
992,-10,0,0,0,1,0,0
993,2,0,0,0,0,0,0
994,2,0,0,0,1,0,0
995,-1,0,1,0,0,0,0
996,-1,0,0,1,0,0,0
997,-1,0,0,1,0,0,0
998,-1,0,1,0,0,0,0
999,-1,0,1,0,0,0,0
